REF_DATE,GEO,Gender,Group,Total_Value
2012,Northwest Territories,Female,12 to 17 years,1748
2012,Northwest Territories,Female,18 to 24 years,2497
2012,Northwest Territories,Female,25 to 44 years,6844
2012,Northwest Territories,Female,45 to 64 years,5223
2012,Northwest Territories,Female,65 to 74 years,764
2012,Northwest Territories,Female,75 years and older,475
2012,Nova Scotia,Male,11 years and younger,55027
2012,Nova Scotia,Male,12 to 17 years,32174
2012,Nova Scotia,Male,18 to 24 years,45278
2012,Nova Scotia,Male,25 to 44 years,115768
2012,Nova Scotia,Male,45 to 64 years,142791
2012,Nova Scotia,Male,65 to 74 years,43977
2012,Nova Scotia,Male,75 years and older,27493
2012,Nova Scotia,Total,11 years and younger,106915
2012,Nova Scotia,Total,12 to 17 years,62458
2012,Nova Scotia,Total,18 to 24 years,87656
2012,Nova Scotia,Total,25 to 44 years,234364
2012,Nova Scotia,Total,45 to 64 years,291283
2012,Nova Scotia,Total,65 to 74 years,91205
2012,Nova Scotia,Total,75 years and older,69016
2012,Nova Scotia,Female,11 years and younger,51888
2012,Nova Scotia,Female,12 to 17 years,30284
2012,Nova Scotia,Female,18 to 24 years,42378
2012,Nova Scotia,Female,25 to 44 years,118596
2012,Nova Scotia,Female,45 to 64 years,148492
2012,Nova Scotia,Female,65 to 74 years,47228
2012,Nova Scotia,Female,75 years and older,41523
2012,Nunavut,Male,11 years and younger,4639
2012,Nunavut,Male,12 to 17 years,1978
2012,Nunavut,Male,18 to 24 years,2370
2012,Nunavut,Male,25 to 44 years,5139
2012,Nunavut,Male,45 to 64 years,3186
2012,Nunavut,Male,65 to 74 years,442
2012,Nunavut,Male,75 years and older,156
2012,Nunavut,Total,11 years and younger,9062
2012,Nunavut,Total,12 to 17 years,3837
2012,Nunavut,Total,18 to 24 years,4581
2012,Nunavut,Total,25 to 44 years,10151
2012,Nunavut,Total,45 to 64 years,5871
2012,Nunavut,Total,65 to 74 years,841
2012,Nunavut,Total,75 years and older,313
2012,Nunavut,Female,11 years and younger,4423
2012,Nunavut,Female,12 to 17 years,1859
2012,Nunavut,Female,18 to 24 years,2211
2012,Nunavut,Female,25 to 44 years,5012
2012,Nunavut,Female,45 to 64 years,2685
2012,Nunavut,Female,65 to 74 years,399
2012,Nunavut,Female,75 years and older,157
2012,Ontario,Male,11 years and younger,892161
2012,Ontario,Male,12 to 17 years,505139
2012,Ontario,Male,18 to 24 years,666230
2012,Ontario,Male,25 to 44 years,1773103
2012,Ontario,Male,45 to 64 years,1873000
2012,Ontario,Male,65 to 74 years,508462
2012,Ontario,Male,75 years and older,365313
2012,Ontario,Total,11 years and younger,1742475
2012,Ontario,Total,12 to 17 years,981190
2012,Ontario,Total,18 to 24 years,1304078
2012,Ontario,Total,25 to 44 years,3608878
2012,Ontario,Total,45 to 64 years,3786773
2012,Ontario,Total,65 to 74 years,1071425
2012,Ontario,Total,75 years and older,895290
2012,Ontario,Female,11 years and younger,850314
2012,Ontario,Female,12 to 17 years,476051
2012,Ontario,Female,18 to 24 years,637848
2012,Ontario,Female,25 to 44 years,1835775
2012,Ontario,Female,45 to 64 years,1913773
2012,Ontario,Female,65 to 74 years,562963
2012,Ontario,Female,75 years and older,529977
2012,Prince Edward Island,Male,11 years and younger,9047
2012,Prince Edward Island,Male,12 to 17 years,5491
2012,Prince Edward Island,Male,18 to 24 years,6805
2012,Prince Edward Island,Male,25 to 44 years,16822
2012,Prince Edward Island,Male,45 to 64 years,21519
2012,Prince Edward Island,Male,65 to 74 years,6609
2012,Prince Edward Island,Male,75 years and older,4128
2012,Prince Edward Island,Total,11 years and younger,17916
2012,Prince Edward Island,Total,12 to 17 years,10704
2012,Prince Edward Island,Total,18 to 24 years,13428
2012,Prince Edward Island,Total,25 to 44 years,34500
2012,Prince Edward Island,Total,45 to 64 years,43929
2012,Prince Edward Island,Total,65 to 74 years,13534
2012,Prince Edward Island,Total,75 years and older,10371
2012,Prince Edward Island,Female,11 years and younger,8869
2012,Prince Edward Island,Female,12 to 17 years,5213
2012,Prince Edward Island,Female,18 to 24 years,6623
2012,Prince Edward Island,Female,25 to 44 years,17678
2012,Prince Edward Island,Female,45 to 64 years,22410
2012,Prince Edward Island,Female,65 to 74 years,6925
2012,Prince Edward Island,Female,75 years and older,6243
2012,Quebec,Male,11 years and younger,509550
2012,Quebec,Male,12 to 17 years,265737
2012,Quebec,Male,18 to 24 years,371938
2012,Quebec,Male,25 to 44 years,1089135
2012,Quebec,Male,45 to 64 years,1191750
2012,Quebec,Male,65 to 74 years,350800
2012,Quebec,Male,75 years and older,223121
2012,Quebec,Total,11 years and younger,998114
2012,Quebec,Total,12 to 17 years,520778
2012,Quebec,Total,18 to 24 years,732400
2012,Quebec,Total,25 to 44 years,2138062
2012,Quebec,Total,45 to 64 years,2368924
2012,Quebec,Total,65 to 74 years,729789
2012,Quebec,Total,75 years and older,570199
2012,Quebec,Female,11 years and younger,488564
2012,Quebec,Female,12 to 17 years,255041
2012,Quebec,Female,18 to 24 years,360462
2012,Quebec,Female,25 to 44 years,1048927
2012,Quebec,Female,45 to 64 years,1177174
2012,Quebec,Female,65 to 74 years,378989
2012,Quebec,Female,75 years and older,347078
2012,Saskatchewan,Male,11 years and younger,83925
2012,Saskatchewan,Male,12 to 17 years,42760
2012,Saskatchewan,Male,18 to 24 years,56780
2012,Saskatchewan,Male,25 to 44 years,144518
2012,Saskatchewan,Male,45 to 64 years,146151
2012,Saskatchewan,Male,65 to 74 years,38223
2012,Saskatchewan,Male,75 years and older,31592
2012,Saskatchewan,Total,11 years and younger,163939
2012,Saskatchewan,Total,12 to 17 years,83141
2012,Saskatchewan,Total,18 to 24 years,109125
2012,Saskatchewan,Total,25 to 44 years,282979
2012,Saskatchewan,Total,45 to 64 years,286734
2012,Saskatchewan,Total,65 to 74 years,78750
2012,Saskatchewan,Total,75 years and older,77994
2012,Saskatchewan,Female,11 years and younger,80014
2012,Saskatchewan,Female,12 to 17 years,40381
2012,Saskatchewan,Female,18 to 24 years,52345
2012,Saskatchewan,Female,25 to 44 years,138461
2012,Saskatchewan,Female,45 to 64 years,140583
2012,Saskatchewan,Female,65 to 74 years,40527
2012,Saskatchewan,Female,75 years and older,46402
2012,Yukon,Male,11 years and younger,2500
2012,Yukon,Male,12 to 17 years,1250
2012,Yukon,Male,18 to 24 years,1840
2012,Yukon,Male,25 to 44 years,5211
2012,Yukon,Male,45 to 64 years,5867
2012,Yukon,Male,65 to 74 years,1266
2012,Yukon,Male,75 years and older,488
2012,Yukon,Total,11 years and younger,4872
2012,Yukon,Total,12 to 17 years,2462
2012,Yukon,Total,18 to 24 years,3425
2012,Yukon,Total,25 to 44 years,10608
2012,Yukon,Total,45 to 64 years,11444
2012,Yukon,Total,65 to 74 years,2265
2012,Yukon,Total,75 years and older,1072
2012,Yukon,Female,11 years and younger,2372
2012,Yukon,Female,12 to 17 years,1212
2012,Yukon,Female,18 to 24 years,1585
2012,Yukon,Female,25 to 44 years,5397
2012,Yukon,Female,45 to 64 years,5577
2012,Yukon,Female,65 to 74 years,999
2012,Yukon,Female,75 years and older,584
2013,Alberta,Male,11 years and younger,306099
2013,Alberta,Male,12 to 17 years,145162
2013,Alberta,Male,18 to 24 years,201062
2013,Alberta,Male,25 to 44 years,631857
2013,Alberta,Male,45 to 64 years,529271
2013,Alberta,Male,65 to 74 years,122767
2013,Alberta,Male,75 years and older,81362
2013,Alberta,Total,11 years and younger,597686
2013,Alberta,Total,12 to 17 years,281753
2013,Alberta,Total,18 to 24 years,388524
2013,Alberta,Total,25 to 44 years,1231898
2013,Alberta,Total,45 to 64 years,1032724
2013,Alberta,Total,65 to 74 years,251785
2013,Alberta,Total,75 years and older,193618
2013,Alberta,Female,11 years and younger,291587
2013,Alberta,Female,12 to 17 years,136591
2013,Alberta,Female,18 to 24 years,187462
2013,Alberta,Female,25 to 44 years,600041
2013,Alberta,Female,45 to 64 years,503453
2013,Alberta,Female,65 to 74 years,129018
2013,Alberta,Female,75 years and older,112256
2013,British Columbia,Male,11 years and younger,277338
2013,British Columbia,Male,12 to 17 years,157352
2013,British Columbia,Male,18 to 24 years,226736
2013,British Columbia,Male,25 to 44 years,623734
2013,British Columbia,Male,45 to 64 years,665562
2013,British Columbia,Male,65 to 74 years,205642
2013,British Columbia,Male,75 years and older,142997
2013,British Columbia,Total,11 years and younger,540024
2013,British Columbia,Total,12 to 17 years,302885
2013,British Columbia,Total,18 to 24 years,435709
2013,British Columbia,Total,25 to 44 years,1258879
2013,British Columbia,Total,45 to 64 years,1347997
2013,British Columbia,Total,65 to 74 years,419025
2013,British Columbia,Total,75 years and older,329323
2013,British Columbia,Female,11 years and younger,262686
2013,British Columbia,Female,12 to 17 years,145533
2013,British Columbia,Female,18 to 24 years,208973
2013,British Columbia,Female,25 to 44 years,635145
2013,British Columbia,Female,45 to 64 years,682435
2013,British Columbia,Female,65 to 74 years,213383
2013,British Columbia,Female,75 years and older,186326
2013,Canada,Male,11 years and younger,2329966
2013,Canada,Male,12 to 17 years,1233307
2013,Canada,Male,18 to 24 years,1714832
2013,Canada,Male,25 to 44 years,4743736
2013,Canada,Male,45 to 64 years,4965694
2013,Canada,Male,65 to 74 years,1441161
2013,Canada,Male,75 years and older,967599
2013,Canada,Total,11 years and younger,4555789
2013,Canada,Total,12 to 17 years,2395896
2013,Canada,Total,18 to 24 years,3329997
2013,Canada,Total,25 to 44 years,9490903
2013,Canada,Total,45 to 64 years,9955771
2013,Canada,Total,65 to 74 years,2989067
2013,Canada,Total,75 years and older,2356618
2013,Canada,Female,11 years and younger,2225823
2013,Canada,Female,12 to 17 years,1162589
2013,Canada,Female,18 to 24 years,1615165
2013,Canada,Female,25 to 44 years,4747167
2013,Canada,Female,45 to 64 years,4990077
2013,Canada,Female,65 to 74 years,1547906
2013,Canada,Female,75 years and older,1389019
2013,Manitoba,Male,11 years and younger,96856
2013,Manitoba,Male,12 to 17 years,51095
2013,Manitoba,Male,18 to 24 years,64977
2013,Manitoba,Male,25 to 44 years,165834
2013,Manitoba,Male,45 to 64 years,167483
2013,Manitoba,Male,65 to 74 years,47590
2013,Manitoba,Male,75 years and older,33877
2013,Manitoba,Total,11 years and younger,189943
2013,Manitoba,Total,12 to 17 years,98934
2013,Manitoba,Total,18 to 24 years,126547
2013,Manitoba,Total,25 to 44 years,332109
2013,Manitoba,Total,45 to 64 years,333125
2013,Manitoba,Total,65 to 74 years,97991
2013,Manitoba,Total,75 years and older,84399
2013,Manitoba,Female,11 years and younger,93087
2013,Manitoba,Female,12 to 17 years,47839
2013,Manitoba,Female,18 to 24 years,61570
2013,Manitoba,Female,25 to 44 years,166275
2013,Manitoba,Female,45 to 64 years,165642
2013,Manitoba,Female,65 to 74 years,50401
2013,Manitoba,Female,75 years and older,50522
2013,New Brunswick,Male,11 years and younger,44773
2013,New Brunswick,Male,12 to 17 years,25329
2013,New Brunswick,Male,18 to 24 years,33477
2013,New Brunswick,Male,25 to 44 years,93970
2013,New Brunswick,Male,45 to 64 years,116930
2013,New Brunswick,Male,65 to 74 years,37603
2013,New Brunswick,Male,75 years and older,22725
2013,New Brunswick,Total,11 years and younger,87742
2013,New Brunswick,Total,12 to 17 years,48864
2013,New Brunswick,Total,18 to 24 years,64635
2013,New Brunswick,Total,25 to 44 years,187524
2013,New Brunswick,Total,45 to 64 years,236079
2013,New Brunswick,Total,65 to 74 years,76767
2013,New Brunswick,Total,75 years and older,56420
2013,New Brunswick,Female,11 years and younger,42969
2013,New Brunswick,Female,12 to 17 years,23535
2013,New Brunswick,Female,18 to 24 years,31158
2013,New Brunswick,Female,25 to 44 years,93554
2013,New Brunswick,Female,45 to 64 years,119149
2013,New Brunswick,Female,65 to 74 years,39164
2013,New Brunswick,Female,75 years and older,33695
2013,Newfoundland and Labrador,Male,11 years and younger,30687
2013,Newfoundland and Labrador,Male,12 to 17 years,17139
2013,Newfoundland and Labrador,Male,18 to 24 years,22211
2013,Newfoundland and Labrador,Male,25 to 44 years,65072
2013,Newfoundland and Labrador,Male,45 to 64 years,83696
2013,Newfoundland and Labrador,Male,65 to 74 years,26936
2013,Newfoundland and Labrador,Male,75 years and older,14626
2013,Newfoundland and Labrador,Total,11 years and younger,59767
2013,Newfoundland and Labrador,Total,12 to 17 years,33354
2013,Newfoundland and Labrador,Total,18 to 24 years,43220
2013,Newfoundland and Labrador,Total,25 to 44 years,132584
2013,Newfoundland and Labrador,Total,45 to 64 years,168627
2013,Newfoundland and Labrador,Total,65 to 74 years,54590
2013,Newfoundland and Labrador,Total,75 years and older,34734
2013,Newfoundland and Labrador,Female,11 years and younger,29080
2013,Newfoundland and Labrador,Female,12 to 17 years,16215
2013,Newfoundland and Labrador,Female,18 to 24 years,21009
2013,Newfoundland and Labrador,Female,25 to 44 years,67512
2013,Newfoundland and Labrador,Female,45 to 64 years,84931
2013,Newfoundland and Labrador,Female,65 to 74 years,27654
2013,Newfoundland and Labrador,Female,75 years and older,20108
2013,Northwest Territories,Male,11 years and younger,3692
2013,Northwest Territories,Male,12 to 17 years,1795
2013,Northwest Territories,Male,18 to 24 years,2549
2013,Northwest Territories,Male,25 to 44 years,7067
2013,Northwest Territories,Male,45 to 64 years,5929
2013,Northwest Territories,Male,65 to 74 years,952
2013,Northwest Territories,Male,75 years and older,439
2013,Northwest Territories,Total,11 years and younger,7377
2013,Northwest Territories,Total,12 to 17 years,3510
2013,Northwest Territories,Total,18 to 24 years,4960
2013,Northwest Territories,Total,25 to 44 years,13939
2013,Northwest Territories,Total,45 to 64 years,11307
2013,Northwest Territories,Total,65 to 74 years,1755
2013,Northwest Territories,Total,75 years and older,923
2013,Northwest Territories,Female,11 years and younger,3685
2013,Northwest Territories,Female,12 to 17 years,1715
2013,Northwest Territories,Female,18 to 24 years,2411
2013,Northwest Territories,Female,25 to 44 years,6872
2013,Northwest Territories,Female,45 to 64 years,5378
2013,Northwest Territories,Female,65 to 74 years,803
2013,Northwest Territories,Female,75 years and older,484
2013,Nova Scotia,Male,11 years and younger,54544
2013,Nova Scotia,Male,12 to 17 years,31265
2013,Nova Scotia,Male,18 to 24 years,44131
2013,Nova Scotia,Male,25 to 44 years,113533
2013,Nova Scotia,Male,45 to 64 years,142232
2013,Nova Scotia,Male,65 to 74 years,46349
2013,Nova Scotia,Male,75 years and older,28266
2013,Nova Scotia,Total,11 years and younger,106197
2013,Nova Scotia,Total,12 to 17 years,60572
2013,Nova Scotia,Total,18 to 24 years,85729
2013,Nova Scotia,Total,25 to 44 years,230428
2013,Nova Scotia,Total,45 to 64 years,290208
2013,Nova Scotia,Total,65 to 74 years,96204
2013,Nova Scotia,Total,75 years and older,70197
2013,Nova Scotia,Female,11 years and younger,51653
2013,Nova Scotia,Female,12 to 17 years,29307
2013,Nova Scotia,Female,18 to 24 years,41598
2013,Nova Scotia,Female,25 to 44 years,116895
2013,Nova Scotia,Female,45 to 64 years,147976
2013,Nova Scotia,Female,65 to 74 years,49855
2013,Nova Scotia,Female,75 years and older,41931
2013,Nunavut,Male,11 years and younger,4788
2013,Nunavut,Male,12 to 17 years,1979
2013,Nunavut,Male,18 to 24 years,2356
2013,Nunavut,Male,25 to 44 years,5230
2013,Nunavut,Male,45 to 64 years,3280
2013,Nunavut,Male,65 to 74 years,466
2013,Nunavut,Male,75 years and older,167
2013,Nunavut,Total,11 years and younger,9303
2013,Nunavut,Total,12 to 17 years,3831
2013,Nunavut,Total,18 to 24 years,4594
2013,Nunavut,Total,25 to 44 years,10321
2013,Nunavut,Total,45 to 64 years,6066
2013,Nunavut,Total,65 to 74 years,882
2013,Nunavut,Total,75 years and older,331
2013,Nunavut,Female,11 years and younger,4515
2013,Nunavut,Female,12 to 17 years,1852
2013,Nunavut,Female,18 to 24 years,2238
2013,Nunavut,Female,25 to 44 years,5091
2013,Nunavut,Female,45 to 64 years,2786
2013,Nunavut,Female,65 to 74 years,416
2013,Nunavut,Female,75 years and older,164
2013,Ontario,Male,11 years and younger,896227
2013,Ontario,Male,12 to 17 years,493973
2013,Ontario,Male,18 to 24 years,677647
2013,Ontario,Male,25 to 44 years,1777862
2013,Ontario,Male,45 to 64 years,1885014
2013,Ontario,Male,65 to 74 years,536557
2013,Ontario,Male,75 years and older,376675
2013,Ontario,Total,11 years and younger,1753067
2013,Ontario,Total,12 to 17 years,960387
2013,Ontario,Total,18 to 24 years,1316420
2013,Ontario,Total,25 to 44 years,3618921
2013,Ontario,Total,45 to 64 years,3814746
2013,Ontario,Total,65 to 74 years,1129420
2013,Ontario,Total,75 years and older,916497
2013,Ontario,Female,11 years and younger,856840
2013,Ontario,Female,12 to 17 years,466414
2013,Ontario,Female,18 to 24 years,638773
2013,Ontario,Female,25 to 44 years,1841059
2013,Ontario,Female,45 to 64 years,1929732
2013,Ontario,Female,65 to 74 years,592863
2013,Ontario,Female,75 years and older,539822
2013,Prince Edward Island,Male,11 years and younger,8953
2013,Prince Edward Island,Male,12 to 17 years,5283
2013,Prince Edward Island,Male,18 to 24 years,6700
2013,Prince Edward Island,Male,25 to 44 years,16493
2013,Prince Edward Island,Male,45 to 64 years,21311
2013,Prince Edward Island,Male,65 to 74 years,7008
2013,Prince Edward Island,Male,75 years and older,4265
2013,Prince Edward Island,Total,11 years and younger,17832
2013,Prince Edward Island,Total,12 to 17 years,10342
2013,Prince Edward Island,Total,18 to 24 years,13188
2013,Prince Edward Island,Total,25 to 44 years,33947
2013,Prince Edward Island,Total,45 to 64 years,43658
2013,Prince Edward Island,Total,65 to 74 years,14403
2013,Prince Edward Island,Total,75 years and older,10526
2013,Prince Edward Island,Female,11 years and younger,8879
2013,Prince Edward Island,Female,12 to 17 years,5059
2013,Prince Edward Island,Female,18 to 24 years,6488
2013,Prince Edward Island,Female,25 to 44 years,17454
2013,Prince Edward Island,Female,45 to 64 years,22347
2013,Prince Edward Island,Female,65 to 74 years,7395
2013,Prince Edward Island,Female,75 years and older,6261
2013,Quebec,Male,11 years and younger,517806
2013,Quebec,Male,12 to 17 years,259478
2013,Quebec,Male,18 to 24 years,374036
2013,Quebec,Male,25 to 44 years,1088309
2013,Quebec,Male,45 to 64 years,1192243
2013,Quebec,Male,65 to 74 years,368088
2013,Quebec,Male,75 years and older,230030
2013,Quebec,Total,11 years and younger,1014206
2013,Quebec,Total,12 to 17 years,506852
2013,Quebec,Total,18 to 24 years,733937
2013,Quebec,Total,25 to 44 years,2137749
2013,Quebec,Total,45 to 64 years,2371860
2013,Quebec,Total,65 to 74 years,762094
2013,Quebec,Total,75 years and older,580613
2013,Quebec,Female,11 years and younger,496400
2013,Quebec,Female,12 to 17 years,247374
2013,Quebec,Female,18 to 24 years,359901
2013,Quebec,Female,25 to 44 years,1049440
2013,Quebec,Female,45 to 64 years,1179617
2013,Quebec,Female,65 to 74 years,394006
2013,Quebec,Female,75 years and older,350583
2013,Saskatchewan,Male,11 years and younger,85673
2013,Saskatchewan,Male,12 to 17 years,42228
2013,Saskatchewan,Male,18 to 24 years,57142
2013,Saskatchewan,Male,25 to 44 years,149513
2013,Saskatchewan,Male,45 to 64 years,146881
2013,Saskatchewan,Male,65 to 74 years,39841
2013,Saskatchewan,Male,75 years and older,31647
2013,Saskatchewan,Total,11 years and younger,167745
2013,Saskatchewan,Total,12 to 17 years,82218
2013,Saskatchewan,Total,18 to 24 years,109174
2013,Saskatchewan,Total,25 to 44 years,291860
2013,Saskatchewan,Total,45 to 64 years,287898
2013,Saskatchewan,Total,65 to 74 years,81700
2013,Saskatchewan,Total,75 years and older,77911
2013,Saskatchewan,Female,11 years and younger,82072
2013,Saskatchewan,Female,12 to 17 years,39990
2013,Saskatchewan,Female,18 to 24 years,52032
2013,Saskatchewan,Female,25 to 44 years,142347
2013,Saskatchewan,Female,45 to 64 years,141017
2013,Saskatchewan,Female,65 to 74 years,41859
2013,Saskatchewan,Female,75 years and older,46264
2013,Yukon,Male,11 years and younger,2530
2013,Yukon,Male,12 to 17 years,1229
2013,Yukon,Male,18 to 24 years,1808
2013,Yukon,Male,25 to 44 years,5262
2013,Yukon,Male,45 to 64 years,5862
2013,Yukon,Male,65 to 74 years,1362
2013,Yukon,Male,75 years and older,523
2013,Yukon,Total,11 years and younger,4900
2013,Yukon,Total,12 to 17 years,2394
2013,Yukon,Total,18 to 24 years,3360
2013,Yukon,Total,25 to 44 years,10744
2013,Yukon,Total,45 to 64 years,11476
2013,Yukon,Total,65 to 74 years,2451
2013,Yukon,Total,75 years and older,1126
2013,Yukon,Female,11 years and younger,2370
2013,Yukon,Female,12 to 17 years,1165
2013,Yukon,Female,18 to 24 years,1552
2013,Yukon,Female,25 to 44 years,5482
2013,Yukon,Female,45 to 64 years,5614
2013,Yukon,Female,65 to 74 years,1089
2013,Yukon,Female,75 years and older,603
2014,Alberta,Male,11 years and younger,315854
2014,Alberta,Male,12 to 17 years,145734
2014,Alberta,Male,18 to 24 years,204042
2014,Alberta,Male,25 to 44 years,653991
2014,Alberta,Male,45 to 64 years,537124
2014,Alberta,Male,65 to 74 years,129498
2014,Alberta,Male,75 years and older,83862
2014,Alberta,Total,11 years and younger,617523
2014,Alberta,Total,12 to 17 years,283213
2014,Alberta,Total,18 to 24 years,391646
2014,Alberta,Total,25 to 44 years,1274536
2014,Alberta,Total,45 to 64 years,1050304
2014,Alberta,Total,65 to 74 years,265219
2014,Alberta,Total,75 years and older,198212
2014,Alberta,Female,11 years and younger,301669
2014,Alberta,Female,12 to 17 years,137479
2014,Alberta,Female,18 to 24 years,187604
2014,Alberta,Female,25 to 44 years,620545
2014,Alberta,Female,45 to 64 years,513180
2014,Alberta,Female,65 to 74 years,135721
2014,Alberta,Female,75 years and older,114350
2014,British Columbia,Male,11 years and younger,279430
2014,British Columbia,Male,12 to 17 years,155537
2014,British Columbia,Male,18 to 24 years,230305
2014,British Columbia,Male,25 to 44 years,632882
2014,British Columbia,Male,45 to 64 years,673787
2014,British Columbia,Male,65 to 74 years,216578
2014,British Columbia,Male,75 years and older,147184
2014,British Columbia,Total,11 years and younger,545237
2014,British Columbia,Total,12 to 17 years,299452
2014,British Columbia,Total,18 to 24 years,441415
2014,British Columbia,Total,25 to 44 years,1275226
2014,British Columbia,Total,45 to 64 years,1370865
2014,British Columbia,Total,65 to 74 years,442296
2014,British Columbia,Total,75 years and older,336941
2014,British Columbia,Female,11 years and younger,265807
2014,British Columbia,Female,12 to 17 years,143915
2014,British Columbia,Female,18 to 24 years,211110
2014,British Columbia,Female,25 to 44 years,642344
2014,British Columbia,Female,45 to 64 years,697078
2014,British Columbia,Female,65 to 74 years,225718
2014,British Columbia,Female,75 years and older,189757
2014,Canada,Male,11 years and younger,2353813
2014,Canada,Male,12 to 17 years,1216698
2014,Canada,Male,18 to 24 years,1722209
2014,Canada,Male,25 to 44 years,4783440
2014,Canada,Male,45 to 64 years,4993033
2014,Canada,Male,65 to 74 years,1509299
2014,Canada,Male,75 years and older,996941
2014,Canada,Total,11 years and younger,4608175
2014,Canada,Total,12 to 17 years,2364132
2014,Canada,Total,18 to 24 years,3330266
2014,Canada,Total,25 to 44 years,9563996
2014,Canada,Total,45 to 64 years,10025609
2014,Canada,Total,65 to 74 years,3126310
2014,Canada,Total,75 years and older,2407968
2014,Canada,Female,11 years and younger,2254362
2014,Canada,Female,12 to 17 years,1147434
2014,Canada,Female,18 to 24 years,1608057
2014,Canada,Female,25 to 44 years,4780556
2014,Canada,Female,45 to 64 years,5032576
2014,Canada,Female,65 to 74 years,1617011
2014,Canada,Female,75 years and older,1411027
2014,Manitoba,Male,11 years and younger,98177
2014,Manitoba,Male,12 to 17 years,51095
2014,Manitoba,Male,18 to 24 years,65318
2014,Manitoba,Male,25 to 44 years,169127
2014,Manitoba,Male,45 to 64 years,167351
2014,Manitoba,Male,65 to 74 years,49633
2014,Manitoba,Male,75 years and older,34316
2014,Manitoba,Total,11 years and younger,192978
2014,Manitoba,Total,12 to 17 years,98606
2014,Manitoba,Total,18 to 24 years,126716
2014,Manitoba,Total,25 to 44 years,337654
2014,Manitoba,Total,45 to 64 years,334315
2014,Manitoba,Total,65 to 74 years,101965
2014,Manitoba,Total,75 years and older,84788
2014,Manitoba,Female,11 years and younger,94801
2014,Manitoba,Female,12 to 17 years,47511
2014,Manitoba,Female,18 to 24 years,61398
2014,Manitoba,Female,25 to 44 years,168527
2014,Manitoba,Female,45 to 64 years,166964
2014,Manitoba,Female,65 to 74 years,52332
2014,Manitoba,Female,75 years and older,50472
2014,New Brunswick,Male,11 years and younger,44620
2014,New Brunswick,Male,12 to 17 years,24729
2014,New Brunswick,Male,18 to 24 years,32696
2014,New Brunswick,Male,25 to 44 years,92797
2014,New Brunswick,Male,45 to 64 years,116957
2014,New Brunswick,Male,65 to 74 years,39726
2014,New Brunswick,Male,75 years and older,23511
2014,New Brunswick,Total,11 years and younger,87572
2014,New Brunswick,Total,12 to 17 years,47871
2014,New Brunswick,Total,18 to 24 years,63026
2014,New Brunswick,Total,25 to 44 years,185175
2014,New Brunswick,Total,45 to 64 years,236098
2014,New Brunswick,Total,65 to 74 years,80975
2014,New Brunswick,Total,75 years and older,57714
2014,New Brunswick,Female,11 years and younger,42952
2014,New Brunswick,Female,12 to 17 years,23142
2014,New Brunswick,Female,18 to 24 years,30330
2014,New Brunswick,Female,25 to 44 years,92378
2014,New Brunswick,Female,45 to 64 years,119141
2014,New Brunswick,Female,65 to 74 years,41249
2014,New Brunswick,Female,75 years and older,34203
2014,Newfoundland and Labrador,Male,11 years and younger,30652
2014,Newfoundland and Labrador,Male,12 to 17 years,17031
2014,Newfoundland and Labrador,Male,18 to 24 years,21811
2014,Newfoundland and Labrador,Male,25 to 44 years,64417
2014,Newfoundland and Labrador,Male,45 to 64 years,84009
2014,Newfoundland and Labrador,Male,65 to 74 years,28207
2014,Newfoundland and Labrador,Male,75 years and older,15085
2014,Newfoundland and Labrador,Total,11 years and younger,59658
2014,Newfoundland and Labrador,Total,12 to 17 years,32940
2014,Newfoundland and Labrador,Total,18 to 24 years,42377
2014,Newfoundland and Labrador,Total,25 to 44 years,131059
2014,Newfoundland and Labrador,Total,45 to 64 years,169054
2014,Newfoundland and Labrador,Total,65 to 74 years,57237
2014,Newfoundland and Labrador,Total,75 years and older,35556
2014,Newfoundland and Labrador,Female,11 years and younger,29006
2014,Newfoundland and Labrador,Female,12 to 17 years,15909
2014,Newfoundland and Labrador,Female,18 to 24 years,20566
2014,Newfoundland and Labrador,Female,25 to 44 years,66642
2014,Newfoundland and Labrador,Female,45 to 64 years,85045
2014,Newfoundland and Labrador,Female,65 to 74 years,29030
2014,Newfoundland and Labrador,Female,75 years and older,20471
2014,Northwest Territories,Male,11 years and younger,3667
2014,Northwest Territories,Male,12 to 17 years,1700
2014,Northwest Territories,Male,18 to 24 years,2551
2014,Northwest Territories,Male,25 to 44 years,6979
2014,Northwest Territories,Male,45 to 64 years,6076
2014,Northwest Territories,Male,65 to 74 years,1029
2014,Northwest Territories,Male,75 years and older,457
2014,Northwest Territories,Total,11 years and younger,7322
2014,Northwest Territories,Total,12 to 17 years,3348
2014,Northwest Territories,Total,18 to 24 years,4917
2014,Northwest Territories,Total,25 to 44 years,13849
2014,Northwest Territories,Total,45 to 64 years,11580
2014,Northwest Territories,Total,65 to 74 years,1886
2014,Northwest Territories,Total,75 years and older,946
2014,Northwest Territories,Female,11 years and younger,3655
2014,Northwest Territories,Female,12 to 17 years,1648
2014,Northwest Territories,Female,18 to 24 years,2366
2014,Northwest Territories,Female,25 to 44 years,6870
2014,Northwest Territories,Female,45 to 64 years,5504
2014,Northwest Territories,Female,65 to 74 years,857
2014,Northwest Territories,Female,75 years and older,489
2014,Nova Scotia,Male,11 years and younger,54232
2014,Nova Scotia,Male,12 to 17 years,30550
2014,Nova Scotia,Male,18 to 24 years,42935
